timestamp,position,velocity,acceleration,attitude,body_rate
85711527,1,1,1,0,0
85743968,1,1,1,0,0
85834372,1,1,1,0,0
85936511,1,1,1,0,0
86034615,1,1,1,0,0
86134703,1,1,1,0,0
86235159,1,1,1,0,0
86334633,1,1,1,0,0
86435541,1,1,1,0,0
86535304,1,1,1,0,0
86635129,1,1,1,0,0
86734323,1,1,1,0,0
86835605,1,1,1,0,0
86935417,1,1,1,0,0
87035313,1,1,1,0,0
87134224,1,1,1,0,0
87235255,1,1,1,0,0
87335328,1,1,1,0,0
87434810,1,1,1,0,0
87534310,1,1,1,0,0
87634567,1,1,1,0,0
87735668,1,1,1,0,0
87834835,1,1,1,0,0
87934985,1,1,1,0,0
88035003,1,1,1,0,0
88136681,1,1,1,0,0
88235782,1,1,1,0,0
88335071,1,1,1,0,0
88437306,1,1,1,0,0
88534279,1,1,1,0,0
88638545,1,1,1,0,0
88735558,1,1,1,0,0
88834945,1,1,1,0,0
88936173,1,1,1,0,0
89034348,1,1,1,0,0
89134973,1,1,1,0,0
89234603,1,1,1,0,0
89334952,1,1,1,0,0
89434318,1,1,1,0,0
89535045,1,1,1,0,0
89634075,1,1,1,0,0
89735358,1,1,1,0,0
89835714,1,1,1,0,0
89934884,1,1,1,0,0
90035123,1,1,1,0,0
90134971,1,1,1,0,0
90235853,1,1,1,0,0
90335064,1,1,1,0,0
90434569,1,1,1,0,0
90535180,1,1,1,0,0
90634717,1,1,1,0,0
90735920,1,1,1,0,0
90835226,1,1,1,0,0
90936130,1,1,1,0,0
91035017,1,1,1,0,0
91134826,1,1,1,0,0
91235091,1,1,1,0,0
91334653,1,1,1,0,0
91437839,1,1,1,0,0
91534713,1,1,1,0,0
91634735,1,1,1,0,0
91736397,1,1,1,0,0
91834856,1,1,1,0,0
91935490,1,1,1,0,0
92035019,1,1,1,0,0
92134729,1,1,1,0,0
92235235,1,1,1,0,0
92335000,1,1,1,0,0
92436984,1,1,1,0,0
92536223,1,1,1,0,0
92635088,1,1,1,0,0
92735243,1,1,1,0,0
92835161,1,1,1,0,0
92934882,1,1,1,0,0
93034788,1,1,1,0,0
93135492,1,1,1,0,0
93235397,1,1,1,0,0
93335577,1,1,1,0,0
93435185,1,1,1,0,0
93536367,1,1,1,0,0
93635373,1,1,1,0,0
93735870,1,1,1,0,0
93835404,1,1,1,0,0
93938299,1,1,1,0,0
94039754,1,1,1,0,0
94136808,1,1,1,0,0
94235407,1,1,1,0,0
94334991,1,1,1,0,0
94435107,1,1,1,0,0
94534731,1,1,1,0,0
94635240,1,1,1,0,0
94735272,1,1,1,0,0
94834619,1,1,1,0,0
94936411,1,1,1,0,0
95035295,1,1,1,0,0
95135632,1,1,1,0,0
95234937,1,1,1,0,0
95334957,1,1,1,0,0
95435777,1,1,1,0,0
95534935,1,1,1,0,0
95635262,1,1,1,0,0
95737513,1,1,1,0,0
95835337,1,1,1,0,0
95934995,1,1,1,0,0
96036605,1,1,1,0,0
96135383,1,1,1,0,0
96235622,1,1,1,0,0
96335469,1,1,1,0,0
96434922,1,1,1,0,0
96535730,1,1,1,0,0
96635148,1,1,1,0,0
96735458,1,1,1,0,0
96835367,1,1,1,0,0
96935385,1,1,1,0,0
97035604,1,1,1,0,0
97135977,1,1,1,0,0
97235916,1,1,1,0,0
97336318,1,1,1,0,0
97435508,1,1,1,0,0
97535246,1,1,1,0,0
97635264,1,1,1,0,0
97735702,1,1,1,0,0
97835048,1,1,1,0,0
97935487,1,1,1,0,0
98035574,1,1,1,0,0
98135192,1,1,1,0,0
98236420,1,1,1,0,0
98336395,1,1,1,0,0
98435881,1,1,1,0,0
98535187,1,1,1,0,0
98635395,1,1,1,0,0
98735844,1,1,1,0,0
98836010,1,1,1,0,0
98937063,1,1,1,0,0
99035510,1,1,1,0,0
99135373,1,1,1,0,0
99235552,1,1,1,0,0
99335518,1,1,1,0,0
99436323,1,1,1,0,0
99535635,1,1,1,0,0
99635886,1,1,1,0,0
99737345,1,1,1,0,0
99835428,1,1,1,0,0
99935635,1,1,1,0,0
100036612,1,1,1,0,0
100135687,1,1,1,0,0
100236079,1,1,1,0,0
100335635,1,1,1,0,0
100436639,1,1,1,0,0
100536847,1,1,1,0,0
100636207,1,1,1,0,0
100736182,1,1,1,0,0
100836116,1,1,1,0,0
100936444,1,1,1,0,0
101037962,1,1,1,0,0
101136069,1,1,1,0,0
101236129,1,1,1,0,0
101337721,1,1,1,0,0
101435759,1,1,1,0,0
101536088,1,1,1,0,0
101636924,1,1,1,0,0
101736755,1,1,1,0,0
101835823,1,1,1,0,0
101934559,1,1,1,0,0
102036004,1,1,1,0,0
102134714,1,1,1,0,0
102234736,1,1,1,0,0
102336635,1,1,1,0,0
102436008,1,1,1,0,0
102535875,1,1,1,0,0
102634384,1,1,1,0,0
102736669,1,1,1,0,0
102836364,1,1,1,0,0
102937197,1,1,1,0,0
103036002,1,1,1,0,0
103135999,1,1,1,0,0
103236558,1,1,1,0,0
103335912,1,1,1,0,0
103434463,1,1,1,0,0
103536056,1,1,1,0,0
103636027,1,1,1,0,0
103736524,1,1,1,0,0
103836246,1,1,1,0,0
103936684,1,1,1,0,0
104037983,1,1,1,0,0
104136704,1,1,1,0,0
104236654,1,1,1,0,0
104336362,1,1,1,0,0
104438372,1,1,1,0,0
104536307,1,1,1,0,0
104636722,1,1,1,0,0
104736844,1,1,1,0,0
104836236,1,1,1,0,0
104936202,1,1,1,0,0
105037017,1,1,1,0,0
105135092,1,1,1,0,0
105236510,1,1,1,0,0
105476717,1,1,1,0,0
105481938,1,1,1,0,0
105562811,1,1,1,0,0
105660336,1,1,1,0,0
105760997,1,1,1,0,0
105861152,1,1,1,0,0
105961254,1,1,1,0,0
106059469,1,1,1,0,0
106161145,1,1,1,0,0
106261103,1,1,1,0,0
106362938,1,1,1,0,0
106460020,1,1,1,0,0
106560476,1,1,1,0,0
106659807,1,1,1,0,0
106761303,1,1,1,0,0
106861218,1,1,1,0,0
106960150,1,1,1,0,0
107062432,1,1,1,0,0
107160022,1,1,1,0,0
107260585,1,1,1,0,0
107361320,1,1,1,0,0
107461523,1,1,1,0,0
107561283,1,1,1,0,0
107659369,1,1,1,0,0
107759731,1,1,1,0,0
107859124,1,1,1,0,0
107961854,1,1,1,0,0
108061294,1,1,1,0,0
108160504,1,1,1,0,0
108260185,1,1,1,0,0
108360447,1,1,1,0,0
108460154,1,1,1,0,0
108561394,1,1,1,0,0
108660555,1,1,1,0,0
108760314,1,1,1,0,0
108860580,1,1,1,0,0
108962809,1,1,1,0,0
109061366,1,1,1,0,0
109160236,1,1,1,0,0
109260858,1,1,1,0,0
109360957,1,1,1,0,0
109460029,1,1,1,0,0
109563073,1,1,1,0,0
109660193,1,1,1,0,0
109760391,1,1,1,0,0
109860300,1,1,1,0,0
109960116,1,1,1,0,0
110060060,1,1,1,0,0
110160839,1,1,1,0,0
110261030,1,1,1,0,0
110361099,1,1,1,0,0
110461054,1,1,1,0,0
110560559,1,1,1,0,0
110662161,1,1,1,0,0
110760432,1,1,1,0,0
110860373,1,1,1,0,0
110960597,1,1,1,0,0
111063253,1,1,1,0,0
111161873,1,1,1,0,0
111260976,1,1,1,0,0
111365705,1,1,1,0,0
111460868,1,1,1,0,0
111561841,1,1,1,0,0
111660993,1,1,1,0,0
111760295,1,1,1,0,0
111860824,1,1,1,0,0
111961937,1,1,1,0,0
112062065,1,1,1,0,0
112160877,1,1,1,0,0
112260786,1,1,1,0,0
112360369,1,1,1,0,0
112460779,1,1,1,0,0
112560879,1,1,1,0,0
112660897,1,1,1,0,0
112762524,1,1,1,0,0
112860498,1,1,1,0,0
112961209,1,1,1,0,0
113060299,1,1,1,0,0
113161332,1,1,1,0,0
113260825,1,1,1,0,0
113361216,1,1,1,0,0
